Welk’īt’ē|Welk'it'e,Uolchitte,Uolkitte,Walkite|8.28333|37.78333|ET|Central Ethiopia Regional State
Welench’ītī|Welench'iti,Aualancheti,Ualankit,Uelenciti|8.66667|39.43333|ET|Oromiya
Weldiya|Ualdia,Uol'dyja,Veldija,Waldeya|11.8277|39.59164|ET|Amhara
Waka|Uaca,WAC|7.06667|37.16667|ET|South West Ethiopia Peoples' Region
Tulu Bolo|Masno Gabado|8.66667|38.21667|ET|Oromiya
T’īs Isat|T'is Isat,Dildil,T'is Abay,Tisisat Dil Dil|11.48333|37.58333|ET|Amhara
Tīlīlī|Tilili,Cima|10.85|37.01667|ET|Amhara
Tikil Dingay|Tikil Dingai|12.98417|37.04417|ET|Amhara
Tēpī|Tepi,TIE,Tippi|7.2|35.45|ET|South West Ethiopia Peoples' Region
Tarch’a Sodo|Tarch'a Sodo,Tercha|7.15139|37.17184|ET|South West Ethiopia Peoples' Region
Suntu|Genet,Gennet,Guennet,Limmu|8.1|36.95|ET|Oromiya
Sīrē|Sire,Sere,Seri,Sire (2)|8.31667|39.48333|ET|Oromiya
Shonē|Shone,Shene,Sheno,Shoney|7.13333|37.95|ET|Central Ethiopia Regional State
Sheraro|Cheraro,Scheraro|14.40076|37.93399|ET|Tigray
Sheno|Debre Birhan,Sciano,Shano|9.32936|39.29337|ET|Oromiya
Shashamane|Sciasciamanna,Sciasciamanne,Shashamana,Shashamani|7.2|38.6|ET|Oromiya
Shambu|Sciambo,Shambo,Shembo,Shembu|9.56667|37.1|ET|Oromiya
Shakiso|SKR,sha ji suo|5.76494|38.91006|ET|Oromiya
Sendafa|Sandafe,Sendefa|9.15203|39.02335|ET|Oromiya
Sek’ot’a|Sek'ot'a,Sacaya,Sak'ot'a,Saqot'a|12.63056|39.03472|ET|Amhara
Sebeta||8.91667|38.61667|ET|Oromiya
Sagurē|Sagure,Saggure|7.75|39.15|ET|Oromiya
Robīt|Robit|12.01667|39.63333|ET|Amhara
Robit|Robi,Shewa Robi|9.99461|39.89693|ET|Amhara
Bale Robe|GOB,Robe|7.12294|40.00412|ET|Oromiya
Nek’emtē|Nek'emte,Lakemti,Lechempte,Lechempti|9.08333|36.55|ET|Oromiya
Nejo|NEJ,Najo,Nedjo,Neggio|9.5|35.5|ET|Oromiya
Negēlē|Negele,EGL,Nagele,Negelie|5.31667|39.58333|ET|Oromiya
Nefas Mewch’a|Nefas Mewch'a,Ne Fas Macha,Nefas Mocia,Nefas Moicha|11.73333|38.46667|ET|Amhara
Nazrēt|Nazret,Adama,Hadama,Nazareth|8.55|39.26667|ET|Oromiya
Mot’a|Mot'a,Mata,Motta|11.08333|37.86667|ET|Amhara
Mojo|Maggio,Moccia,Modjo,Moggio|8.58679|39.12111|ET|Oromiya
Mīzan Teferī|Mizan Teferi,MTF,Mesan,Mizan|6.99865|35.58879|ET|South West Ethiopia Peoples' Region
Mīlē|Mile,Mille|11.42172|40.76282|ET|Afar
Mī’ēso|Mi'eso,Meheso,Miesso|9.23478|40.75593|ET|Oromiya
Metu|Mattu,Mettu|8.3|35.58333|ET|Oromiya
Metemma|ETE,Gallabat,Genda Wuha,Matama|12.95479|36.15549|ET|Amhara
Metahāra|Metahara,Matahara,Metehara,mathara|8.9|39.91667|ET|Oromiya
Mertule Maryam|Martula,Martula Mariam,Mertale Mariam,Merto Lemariam|10.83333|38.26667|ET|Amhara
Mersa||11.66667|39.65|ET|Amhara
Mer’āwī|Mer'awi|11.41667|37.16667|ET|Amhara
Mendī|Mendi,Mandi,NDM|9.8|35.1|ET|Oromiya
Mena|Isak Gilo,MZX,Masslo,Meslo|6.41667|39.85|ET|Oromiya
Mek’ī|Mek'i,Maki|8.15|38.81667|ET|Oromiya
Mek'ele|MQX,Macalle,Makale,Makalle|13.49667|39.47528|ET|Tigray
Mehal Mēda|Mehal Meda,Maha Meda,Mahil Meda|10.3121|39.65888|ET|Amhara
Maych’ew|Maych'ew,Mai Ceu,Mai Chio,Mai Cio|12.7875|39.54222|ET|Tigray
Mambuk|Mambuc|11.28333|36.21667|ET|Binshangul Gumuz
Maksenyit|Maksegnit|12.38333|37.55|ET|Amhara
Lumamē|Lumame|10.25|37.93333|ET|Amhara
Logīya|Logiya,Loghia,Logya|11.72615|40.9797|ET|Afar
Leku|Locu|6.87309|38.44425|ET|Sidama Region
Lalibela|Eaglaisi Lalibela,Klippekirkerne i Lalibela,LLI,Laalibalaa|12.03219|39.04756|ET|Amhara
Kuyera||7.3|38.65|ET|Oromiya
Korem|Koram,Kworam,Quaram,Quoram|12.50583|39.52278|ET|Tigray
K’olīto|K'olito,Alaba,Alaba K'ulito,Alaba Kolito|7.31667|38.08333|ET|Central Ethiopia Regional State
K’ola Diba|K'ola Diba,Kolla Debba,Sarua|12.42417|37.325|ET|Amhara
Kofelē|Kofele,Cofole,Kefole,Kofale|7.06667|38.78333|ET|Oromiya
Kibre Mengist|Adola,Angedi|5.88333|38.98333|ET|Oromiya
Kemisē|Kemise,Cascim,Kassebie,Kemissie|10.71668|39.86997|ET|Amhara
Kombolcha|Cambolcia,Combolcha,Combolcia,DSE|11.08155|39.74339|ET|Amhara
Kele|Kelie|6.08333|38.03333|ET|Oromiya
Kebri Dahar|ABK,Gabredarre,K'abradahare,K'ebri Dehar|6.74|44.27806|ET|Somali
Kachīsī|Kachisi,Caccisi,Ginde Beret,Kaccisi|9.6|37.83333|ET|Oromiya
Jinka||5.65|36.65|ET|South Ethiopia Regional State
Jimma|Djimma,Dzhimma,Dzima,Dzimma|7.67344|36.83441|ET|Oromiya
Jijiga|Djidjiga,Djigdjiga,Dschidschiga,Dzhidzhiga|9.35|42.8|ET|Somali
Īteya|Iteya,Etaya,Eteya,Itaya|8.13333|39.23333|ET|Oromiya
Intich’o|Intich'o,Ent'ech'o,Enticcio,Entichew|14.27889|39.15|ET|Tigray
Insēno|Inseno,Enseno|8.06667|38.46667|ET|Central Ethiopia Regional State
Injibara|Engiabara,Enjabara,Ingiabara,Inja Bara|11|36.91667|ET|Amhara
Inda Silasē|Inda Silase,Enda Salassie,Enda Selase,Enda Selassie|14.10307|38.28289|ET|Tigray
Indabaguna|Dembeguina,Dembegwina,Enda Abaguna,Enda Baguina|13.94944|38.18417|ET|Tigray
Idaga Hamus|Adagamus,Edaga Hamus,Idagaamus|14.18722|39.56389|ET|Tigray
Ibnat|Ebbenat,Ebnat,Mercato|12.13333|38.05|ET|Amhara
Huruta|Hurruta,Huruta (1),Khuruta,Uruta Mariam|8.15|39.35|ET|Oromiya
Hosa’ina|Hosa'ina,Hosaena,Hosana,Hosanna|7.54978|37.85374|ET|Central Ethiopia Regional State
Hīrna|Hirna|9.21667|41.1|ET|Oromiya
Hāyk’|Hayk',Haik,Haix,Hayek'|11.3|39.68333|ET|Amhara
Hartīshēk|Hartishek,Khartishek|9.15722|43.35417|ET|Somali
Harar|Charar,Harar Jugol,Hararas,Harer|9.31387|42.11815|ET|Harari
Harbu|Habru|10.9202|39.78714|ET|Amhara
Hāgere Hiywet|Hagere Hiywet,Agere Hiywet,Ambo,Hagere Hiwot|8.98333|37.85|ET|Oromiya
Hadero|Hadecho|7.2|37.66667|ET|Central Ethiopia Regional State
El Bahay|Ceel Bahay,Ceel Baxay,El Bahai,El Bahi|6.34656|45.47811|ET|Somali
Gurbetē|Gurbete,Durbete|11.35599|36.95449|ET|Amhara
Komtikas|Aman,Greater Aman|6.95766|35.55746|ET|South West Ethiopia Peoples' Region
Gonder|GDQ,Gondar,Gondehr,Gonderas|12.6|37.46667|ET|Amhara
Gode|GDE,Godey,Godi|5.95056|43.55186|ET|Somali
Gobēsa|Gobesa|7.61667|39.5|ET|Oromiya
Goba|GOB,Gobba|7.01667|39.98333|ET|Oromiya
Waliso|Chitu,Ghion,Gion,Giyon|8.53417|37.96515|ET|Oromiya
Ghinnir|GNN,Ghigner,Ghiignir,Ghimir|7.13952|40.71083|ET|Oromiya
Gīnch’ī|Ginch'i,Ginsi|9.03333|38.15|ET|Oromiya
Gimja Bēt Maryam|Gimja Bet Maryam,Agew Gimja Bet,Gimja Beit,Gimjabet Mariam|10.85|36.88333|ET|Amhara
Gīmbīcho|Gimbicho,Gimbichu|7.45|37.63333|ET|Central Ethiopia Regional State
Gimbi|GHD,Gembi,Ghimbi|9.17031|35.83491|ET|Oromiya
Raqo|El Rago,Rako,Raqqo|6.41919|45.85251|ET|Somali
Gīdolē|Gidole,Ghidole,Ghidolie|5.65|37.36667|ET|South Ethiopia Regional State
Gasuba|Gasuubba,Gesuba|6.71667|37.56667|ET|South Ethiopia Regional State
Genet|Gennet,Holata,Holeta,Holetta|9.06667|38.5|ET|Oromiya
Gelemso|Galamso,Ghelemso|8.81667|40.51667|ET|Oromiya
Gēdo|Gedo,Ghedo|9.01667|37.45|ET|Oromiya
Gedeb|Gedeb (1)|9.5725|43.18139|ET|Somali
Gebre Guracha|Cuyu,Gabra Guracha,Gabre Guracha,Kuyu|9.8|38.4|ET|Oromiya
Gambēla|Gambela,GMB,Gambeila,Gambela Post|8.25|34.58333|ET|Gambela
Funyan Bīra|Funyan Bira,Bivio Fiambiro,Fiambiro,Fiyambiro|9.4025|42.3175|ET|Oromiya
Finote Selam|Fenote Selam|10.7|37.26667|ET|Amhara
Filakit|Filagit,Filaket,Filatit|11.66667|38.8|ET|Amhara
Fichē|Fiche,Feche,Ficce,Fice|9.8|38.73333|ET|Oromiya
Felege Neway|Felege Niway,Sawla,Sawla Felege Neway|6.3|36.88333|ET|South Ethiopia Regional State
Felana|Melka Rafa|9.46498|42.18447|ET|Oromiya
Golwayn|Goluen,Goluin,Golwane,Golweyn|6.50727|45.83493|ET|Somali
Duramē|Durame|7.23333|37.88333|ET|Central Ethiopia Regional State
Dubti|Dufti,Dufty|11.73292|41.082|ET|Afar
Dolo||13.49923|39.63723|ET|Tigray
Dodola|Dodolla,Dodolo|6.98333|39.18333|ET|Oromiya
Dire Dawa|D'ire Daua,DIR,Daredawa,Dirdabo|9.59306|41.86611|ET|Dire Dawa
Dīla|Dila,Dilla|6.41667|38.31667|ET|South Ethiopia Regional State
Dibate|Debatie,Dibati|10.65|36.21667|ET|Binshangul Gumuz
Dessie|Dase,Dehseh,Dehsse,Dese|11.13333|39.63333|ET|Amhara
Dēra|Dera,Era|8.4|38.85|ET|Oromiya
Dembī Dolo|Dembi Dolo,DEM,Dambidollo,Dambidolo|8.53333|34.8|ET|Oromiya
Dembech’a|Dembech'a,Dambach'a,Dembeccia,Dembechia|10.55|37.48333|ET|Amhara
Degeh Bur|DGC,Dagabur,Dagahabur,Dasgahbur|8.22056|43.55722|ET|Somali
Deder|Dadar|9.31168|41.44301|ET|Oromiya
Bishoftu|Biscioftu,Debra Zeit,Debre Zeit,Debre Zeyit|8.75225|38.97846|ET|Oromiya
Debre Tabor|DBT,Dabra-Tabor,Debra Tabor,Debre Taboras|11.85|38.01667|ET|Amhara
Debre Mark’os|Debre Mark'os,DBM,Dabra Marko's,Dabra-7arqos|10.35|37.73333|ET|Amhara
Debre Birhan|Dabra Berham,Dabra-Berhan,Debra Berham,Debra Berhan|9.67954|39.53262|ET|Amhara
Debark’|Debark',Dabark',Dabarq,Davark|13.15611|37.89806|ET|Amhara
Dayē|Daye|9.88333|38.26667|ET|Oromiya
Dangila|Danghela,Danghila,Danghilla,Dangla|11.26667|36.83333|ET|Amhara
Dabat|Dabat (2),Dahat|12.98417|37.765|ET|Amhara
Ciro|Chiro|7.83333|38.23333|ET|Central Ethiopia Regional State
Chinahsen|Ch'ina Hasen,China-Khasen,Chinhausen,Genesenei|9.50619|42.60938|ET|Somali
Ch’iko|Ch'iko,Chuko|6.58333|38.33333|ET|Sidama Region
Sifra|Chefera,Chiefera,Chifra|11.60462|40.01662|ET|Afar
Ch’ench’a|Ch'ench'a,Cencia,Cengia,Dincha|6.25|37.56667|ET|South Ethiopia Regional State
Chelenko|Ch'alango,Ch'alank'o,Ch'elenk'o,Chalanco|9.39749|41.56104|ET|Oromiya
Butajīra|Butajira,Butajera,Butlagira,Buttagira|8.11667|38.36667|ET|Central Ethiopia Regional State
Burē|Bure,Burie,Burja,Burye|10.7|37.06667|ET|Amhara
Bonga|Bonga (1),Bonga (2),Bonga(2)|7.28889|36.24167|ET|South West Ethiopia Peoples' Region
Bodītī|Boditi,Bodditte,Boditu,Bodity|6.96667|37.86667|ET|South Ethiopia Regional State
Bichena|Bechana,Biccena,Bichana,bi che na|10.45|38.2|ET|Amhara
Bale Hawassa|Bale Hawaasa,bale hawasa|6.919|37.529|ET|South Ethiopia Regional State
Bek’ojī|Bek'oji,Boccoggi,Bocoggi,Bok'oji|7.53333|39.25|ET|Oromiya
Bedēsa|Bedesa,Bedessa,Tora|6.83333|38.08333|ET|South Ethiopia Regional State
Bedēsa|Bedesa,Badessa,Bedessa,bei de sa|8.9|40.78333|ET|Oromiya
Bedelē|Bedele,Beddele,Bedelle,Bedelli|8.456|36.35302|ET|Oromiya
Batī|Bati,Batia,Batie|11.19152|40.01675|ET|Amhara
Bambesi|Abba Moti,Abu Matis,Bambishi,Bombasci|9.75|34.73333|ET|Binshangul Gumuz
Bako|Bachio,Baco,Baka|5.78333|36.56667|ET|South Ethiopia Regional State
Bahir Dar|BJR,Babardur Georgis,Bachr-Ntar,Bahar|11.59364|37.39077|ET|Amhara
Babīlē|Babile,Babih,Babilli|9.22556|42.33222|ET|Oromiya
Āykel|Aykel,Ayikel,Celga,Ch'elga|12.55|37.06667|ET|Amhara
Āyana|Ayana,Gida Ayana|9.88333|36.61667|ET|Oromiya
Āwash|Awash,Auasc,Awash Sebat Kilo|8.99364|40.16637|ET|Afar
Awasa|AWA,Avase,Awassa,Hawaasa|7.06205|38.47635|ET|Sidama Region
Āt’aye|At'aye,Ataya,Debra Ghelele|10.35028|39.93626|ET|Amhara
Āsosa|Asosa,ASO|10.06667|34.53333|ET|Binshangul Gumuz
Āsela|Asela,Asala,Asella,Aselle|7.95|39.13333|ET|Oromiya
Āsbe Teferī|Asbe Teferi,Asba Littorio,Asbar Tafari,Asbatafari|9.08569|40.86708|ET|Oromiya
Asaita|Aisaita,Asajita,Asajta,Asayita|11.56838|41.43869|ET|Afar
Āsasa|Asasa|7.1|39.2|ET|Oromiya
Arerti||13.95|40.66667|ET|Afar
Āreka|Areka,Ancheto,Arakka,Areka Ancheto|7.06667|37.7|ET|South Ethiopia Regional State
Arba Minch|AMH,Arba Mench,Arba Mintch,Arba-Mynch|6.03333|37.55|ET|South Ethiopia Regional State
Ārabī|Arabi|9.96278|42.49278|ET|Somali
Ara Ali|Haro Ali|5.96667|41.03333|ET|Oromiya
Amba Giorgis|Amba Georgis,Amba Ghiorghis,Amba Giyorgis,Dabat|12.76889|37.62389|ET|Amhara
‘Alem T’ēna|'Alem T'ena,Alem Tenna,`Alem T'ena|8.3|38.95|ET|Oromiya
‘Alem Ketema|'Alem Ketema,Alam Katma,Alem Catema,`Alem Ketema|10.08333|39.03333|ET|Amhara
‘Alemaya|'Alemaya,Alem Maya,Haramaya,`Alemaya|9.39334|42.00967|ET|Oromiya
Alamata|Alamat'a,Alemata,Alomata,Alomato|12.416|39.55971|ET|Tigray
Aksum|AXU,Akesum,Aksoum,Aksumo|14.12109|38.72337|ET|Tigray
Hagere Maryam|Agere Mariam,Agere Maryam,Aghere Mariam,Alga|5.63418|38.23603|ET|Oromiya
Āgaro|Agaro,Aggaro|7.85|36.65|ET|Oromiya
Adwa|Adaba,Adoua,Adowa,Adua|14.16347|38.89924|ET|Tigray
Ādīs Zemen|Adis Zemen,Addis Zaman,Addis Zemen,Addis-Zehmehn|12.11667|37.78333|ET|Amhara
Ādīs K’idamē|Adis K'idame,Addis Kidam|11.08333|36.88333|ET|Amhara
Ādīs ‘Alem|Adis 'Alem,Addis Alem,Addis-Alam,Adis `Alem|9.03333|38.4|ET|Oromiya
Addis Ababa|ADD,Addis Abaeba,Addis Abbaba,Addis Abeba|9.02497|38.74689|ET|Addis Ababa
Ādīgrat|Adigrat|14.277|39.462|ET|Tigray
Ādēt|Adet,Addiet,Addiet Canna|11.26667|37.48333|ET|Amhara
Abomsa|Abonsa|9.98333|39.98333|ET|Amhara
Ābīy Ādī|Abiy Adi,Abbi Addi,Abi Abdi,Abi Addi|13.56083|38.97389|ET|Tigray
Ābderafī|Abderafi,Abder Rafi,Abderraft|13.73333|36.45|ET|Amhara
Abala||14.23333|37|ET|Tigray
Qorof|Corof,Corrof,Gorof,Gorrof|6.58222|46.43333|ET|Somali
Kahandhale|Kahandhaale,Kaxandhaale|5.75279|45.64603|ET|Somali
Lasoano|Laasacaano,Laasacaanood,Laasocaano,Laasocaanood|6.25532|45.3853|ET|Somali
Neefkuceliye|Neefkuceshe,Nefkuceliye,Nefkuelioye|6.55459|45.38992|ET|Somali
Yamarugley|Yamaaruglay,Yamaarugley,Yamaruglay,Yamarugle|6.80768|46.08482|ET|Somali
Samara|SZE,Semera|11.79342|41.00578|ET|Afar
Sodo|Wolaita Sodo,Wolaytta Sooddo|6.86|37.76159|ET|South Ethiopia Regional State
Kobo||10.02798|39.8528|ET|Amhara
Arsi Negele|Nageellee Arsii,Negele Arsi|7.3547|38.67465|ET|Oromiya
Digih Habar Es|Dhigih Habar Esse,Dhigix Habar Ciise|6.44258|45.98329|ET|Somali
Chagni||10.95627|36.50456|ET|
Shendi||10.64061|36.94684|ET|
Burayu||9.03528|38.66083|ET|Oromiya
Guder||8.97054|37.76117|ET|Oromiya
May Cadera||14.07294|36.56828|ET|Tigray
Mehoni||12.79881|39.64448|ET|Afar
Shinshicho||7.20556|37.77778|ET|Central Ethiopia Regional State
Wonji|Wenji Gefersa|8.4541|39.21752|ET|Oromiya
Worabe|Werabe|7.85257|38.18529|ET|Central Ethiopia Regional State
Adebaye||14.20226|36.75955|ET|Tigray
Damboya|Diniboya|7.34813|37.95063|ET|Central Ethiopia Regional State
Ginja Bet|Gimja Beit,Gimjabet|10.85029|36.89277|ET|Amhara
Gutin||9.56561|36.63569|ET|Oromiya
Kercha|Qericha|5.78009|38.40887|ET|Oromiya
Wacha|Chena,Chena Woreda|7.15109|35.81703|ET|South West Ethiopia Peoples' Region
Wegeda||11.21566|38.36452|ET|Amhara
Dimtu|Dinttuwa|6.92969|38.12513|ET|South Ethiopia Regional State
Badessa|Baddeessa,bedesa|6.8773|37.93619|ET|South Ethiopia Regional State
Gununo||6.92471|37.65263|ET|South Ethiopia Regional State
Tebela|Humbbo Xabala,Tabala,Xabala,thebela|6.70608|37.76966|ET|South Ethiopia Regional State
Shanto|Shantto|7.02355|37.86084|ET|South Ethiopia Regional State
Ylöjärvi|Yloejaervi,Ylajarvi|61.55632|23.59606|FI|Pirkanmaa
Ylivieska|Ilivieska,YLI|64.08333|24.55|FI|North Ostrobothnia
Vuosaari|54,Nordsjoe,Vuki,Vuokki|60.20963|25.14195|FI|Uusimaa
Vihti|Vichtis,Vihti vald,Vikhti,fyhty|60.41699|24.31965|FI|Uusimaa
Varkaus|VRK,Varghuz,farkaws,vuarukausu|62.31533|27.873|FI|North Savo
Vantaa|Vanda,Vanta,Vantania,banta|60.29414|25.04099|FI|Uusimaa
Vammala|Vamala,Vammala linn,famla,wa ma la|61.33333|22.9|FI|Pirkanmaa
Valkeakoski|QVK,Valkeakoski linn,Valkeakoskis,falkyakwsky|61.26421|24.03122|FI|Pirkanmaa
Vaasa|Nikolainkaupunki,Nikolaistad,VAA,Vas|63.096|21.61577|FI|Ostrobothnia
Tuusula|Thusby,Tusby,Tusula,Tuusula vald|60.40368|25.02638|FI|Uusimaa
Turku|Abo,Aboa,TKU,Tourkou|60.45148|22.26869|FI|Southwest Finland
Tornio|Duortnus,Tornea,Tornia,Tornijas|65.84811|24.14662|FI|Lapland
Tampere|TMP,Tammerfors,Tammerforsia,Tampereh|61.49911|23.78712|FI|Pirkanmaa
Taka-Töölö|Taka-Toeoeloe,14,Bortre Toeloe|60.18434|24.91948|FI|Uusimaa
Siilinjärvi|Siilinjaervi,Sijlinujarvi,Silinjarvi,Silinjervi|63.08333|27.66667|FI|North Savo
Sibbo|Sibba,Sipoo|60.37752|25.26906|FI|Uusimaa
Seinäjoki|Seinaejoki,OEstermyra,SJY,Seinaejoki linn|62.79446|22.82822|FI|South Ostrobothnia
Savonlinna|Nyslott,SVL,Savonlina,sa weng lin na|61.8699|28.87999|FI|South Savo
Salo|Sala,Salo Kapell,Salo linn,sa luo|60.38333|23.13333|FI|Southwest Finland
Rovaniemi|RVN,Roavvenjarga,Robaniemi,Ronianemi|66.49897|25.68867|FI|Lapland
Riihimäki|Riihimaeki,Regimaegi,Rijgimjaki,Rijkhimjaki|60.73769|24.77726|FI|Kanta-Haeme
Rauma|QZU,Raum,Rauma linn,Raumo|61.12724|21.51127|FI|Satakunta
Raseborg|Raasepori,Raseborgs,la sai bo ge,rasepori|59.97735|23.43967|FI|Uusimaa
Raisio|Rajsio,Reso,la yi xi ao,laisio|60.48592|22.16895|FI|Southwest Finland
Raahe|Brahestad,Raache,Raage,Raahe linn|64.68333|24.48333|FI|North Ostrobothnia
Pori|Arctopolis,Berneborg,Bjoerneborg,POR|61.48072|21.78518|FI|Satakunta
Pitäjänmäki|Pitaejaenmaeki,46,Pitsku,Sockenbacka|60.22287|24.86103|FI|Uusimaa
Pirkkala|Birkala,TMP|61.46125|23.63228|FI|Pirkanmaa
Pieksämäki|Pieksaemaeki,Pieksaemaeki linn,Pieksama,Pieksjamjaki|62.3|27.13333|FI|South Savo
Oulunkylä|Oulunkylae,28,Aggelby,Ogeli|60.22924|24.96403|FI|Uusimaa
Oulu|OUL,Ooulou,Oulo,Oulu linn|65.01236|25.46816|FI|North Ostrobothnia
Orimattila|Orimattila linn,ao li ma di la,awry mtyla|60.80487|25.72964|FI|Paijat-Hame
Nurmijärvi|Nurmijaervi,Nurmijaervi vald,Nurmijarvi,Nurmijervi|60.46407|24.8073|FI|Uusimaa
Nokia|Nokia by,Nokia stad,Nokija,nuo ji ya|61.46667|23.5|FI|Pirkanmaa
Naantali|Nadendal,Nantali,Nodendal',Vallis Gratiae|60.46744|22.02428|FI|Southwest Finland
Munkkiniemi|30,Munkka,Munksnaes,Munksnas|60.19861|24.87772|FI|Uusimaa
Mikkeli|MIK,S:t Michel,Sankt Michel,St. Michel|61.68857|27.27227|FI|South Savo
Mellunkylä|Mellunkylae,47,Mellungsby|60.23355|25.09947|FI|Uusimaa
Matinkylä|Matinkylae,Alue 21,MK,Masa|60.15885|24.74241|FI|Uusimaa
Mäntsälä|Maentsaelae,Maentsaelae vald,Mentsele,Mjantsjalja|60.63333|25.31667|FI|Uusimaa
Loimaa|Loimaa linn,Loimijoki,Lojma,Lojmaa|60.84972|23.0561|FI|Southwest Finland
Lohja|Logja,Lohja linn,Lojo,Lokh'ja|60.24859|24.06534|FI|Uusimaa
Lieto|Lundo|60.51032|22.46176|FI|Southwest Finland
Leppävaara|Leppaevaara,Alberga,Lebuski,Leppis|60.21283|24.81348|FI|Uusimaa
Lempäälä|Lempaeaelae,Lembois,Lempaeaelae vald,Lempjaalja|61.31667|23.75|FI|Pirkanmaa
Lauttasaari|31,Drumso,Drumsoe|60.15896|24.86797|FI|Uusimaa
Laukaa|Lauka,Laukaa vald,Laukas,lao ka|62.41407|25.95194|FI|Central Finland
Lappeenranta|LPP,Lapeehnranta,Lapeenranta,Lapenrand|61.05871|28.18871|FI|South Karelia
Lahti|Lachti,Laht,Lahtis,Lakhti|60.98267|25.66151|FI|Paijat-Hame
Kirkkonummi|Kirkkonummi vald,Kirkonumi,Kyrkslaett,Kyrkslatt|60.12381|24.43853|FI|Uusimaa
Kurikka||62.61667|22.41667|FI|South Ostrobothnia
Kuopio|KUO,Kouopio,Kuopijas,Kuopio linn|62.89238|27.67703|FI|North Savo
Kouvola|Kouvol,Kouvola linn,Kovvola,ke wo la|60.86667|26.7|FI|Kymenlaakso
Kotka|Kotk,Kotka linn,Kotko,Ruotsinsalmi|60.4664|26.94582|FI|Kymenlaakso
Korsholm|Mustasaari|63.11418|21.68216|FI|Ostrobothnia
Kontiolahti|Kontiolagti,Kontiolahti vald,Kontiolakhti,Kontiolax|62.76023|29.84711|FI|North Karelia
Kokkola|Carolina Vetus,Gamla-Kargabyu,Gamla-Karlabyu,Gamla-Kergabyu|63.83847|23.13066|FI|Central Ostrobothnia
Klaukkala|Klaukala,Klaukkalla,Kloevskog,ke lao ka la|60.38244|24.751|FI|Uusimaa
Kerava|Kervo,kai la wa,kelaba,keravua|60.40338|25.105|FI|Uusimaa
Kemi|Giepma,KEM,Kemis,ji mi|65.73641|24.56371|FI|Lapland
Kauhava|KAU,Kaugava,Kauhava linn,Kaukhava|63.10299|23.07129|FI|South Ostrobothnia
Karhula|Karkhula|60.52156|26.93125|FI|Kymenlaakso
Kangasala|Kangasala vald,kan jia sa la,knasala|61.46383|24.07602|FI|Pirkanmaa
Kallio|11,Berghaell,Berghall,Kaltsi|60.18427|24.95034|FI|Uusimaa
Kajaani|Caianeburgum,KAJ,Kajaani linn,Kajana|64.22728|27.72846|FI|Kainuu
Kaarina|S:t Karins,Saint Karin,Sankt Karins,St Karins|60.40724|22.36904|FI|Southwest Finland
Kaarela|33,Karboele,Karbole|60.25174|24.88111|FI|Uusimaa
Jyväskylä|Jyvaeskylae,Granivicus,Gyvaskyla,JYV|62.24147|25.72088|FI|Central Finland
Joensuu|JOE,Joehnsu,Joehnsu osh,Joehnsuu|62.60118|29.76316|FI|North Karelia
Järvenpää|Jaervenpaeae,Jarvenpaa,Jarvenpjaa,Jarvenpjaja|60.47369|25.08992|FI|Uusimaa
Janakkala|Janakkala vald,jnakkala,ya wei ka la|60.9|24.6|FI|Kanta-Haeme
Jämsä|Jaemsae,Jamsa,Jamsja,Jemse|61.8642|25.19002|FI|Central Finland
Jakobstad|Jakobstadas,Pietarsaari,Pietasaari,Yakobstad|63.67486|22.70256|FI|Ostrobothnia
Imatra|Imatra linn,aymatra,imateula,imatora|61.17185|28.75242|FI|South Karelia
Iisalmi|Idensalmi,Iisalmi linn,Iisalmo,Ijsalmi|63.55915|27.19067|FI|North Savo
Hyvinge|Hyvinkaa,Hyvinkaeae,Khjuvinkjaja|60.63333|24.86667|FI|Uusimaa
Hollola|Khollola|61.05|25.43333|FI|Paijat-Hame
Hollola||61|25.5|FI|Paijat-Hame
Hervanta|Khervanta|61.44792|23.85301|FI|Pirkanmaa
Herttoniemi|43,Hartonas,Hertonaes,Hertonas|60.19471|25.03535|FI|Uusimaa
Helsinki|Elsin'ki,Elsinki,Elzinki,Gel'sinki|60.16952|24.93545|FI|Uusimaa
Heinola|Khejnola,Kheynola,QVV|61.20564|26.03811|FI|Paijat-Hame
Haukipudas|Chaoukipountas,Khaukipudas,hao ji pu da si,haywkypwdas|65.17654|25.35233|FI|North Ostrobothnia
Hamina|Fredericia,Fredrikshamn,Gamina,Khamina|60.56974|27.19794|FI|Kymenlaakso
Hämeenlinna|Haemeenlinna,Gjameenlinna,Haemenlidn,Hemenlina|60.99596|24.46434|FI|Kanta-Haeme
Haaga|29,Haagis,Haga|60.22132|24.89759|FI|Uusimaa
Forssa|Forsa,Forss,QVE,fu er sa|60.81462|23.62146|FI|Kanta-Haeme
Espoo|Ehspoo,Esbo,Espo,ai si bo|60.2052|24.6522|FI|Uusimaa
Laajasalo|49,Degero,Degeroe,Degeroegard|60.17521|25.03086|FI|Uusimaa
Porvoo|Borga,Borgo,Borgoa,Porva|60.39233|25.66507|FI|Uusimaa
Anjala|Anujala|60.68333|26.83333|FI|Kymenlaakso
Äänekoski|AEaenekoski,AEaenekoski linn,Eenekoski,Ehehnekoski|62.6|25.73333|FI|Central Finland
Viikki|36,Vik|60.22183|25.02386|FI|Uusimaa
